user_id,retweeted_user_id,weight
1351827871770226688,265392958,1
1351827871770226688,1089280689516744705,1
1351827871770226688,1244906770549571584,1
1351827871770226688,1487034808245043206,1
1351827871770226688,1316983082436755457,1
1351827871770226688,3947256255,1
1351827871770226688,1265948157848047616,1
387046163,1021998809797283842,1
1205111303502811136,1333821370837446659,1
1205111303502811136,837936108658954241,1
1205111303502811136,1259440570956685312,1
1333821370837446659,2966294055,1
1333821370837446659,1513831664220311555,1
1333821370837446659,1471965407179382788,1
1333821370837446659,779688753212297217,1
1333821370837446659,1471236054334246924,1
1333821370837446659,1225369668254404611,1
1333821370837446659,1407987616549687301,1
4258786649,1037408429395136512,1
4258786649,1153180340212707328,1
4258786649,1337473292823891970,1
4258786649,1330824674343792640,1
4258786649,730300986863042560,1
4258786649,1127187109490642946,1
4258786649,1376623005976170499,1
4258786649,1401512066914082817,1
4258786649,131467152,1
4258786649,1124214767512633344,1
4258786649,179629368,1
4258786649,832251869665820672,1
4258786649,709130287830142977,1
4258786649,1497519632315523072,1
4258786649,1506237511571488774,1
4258786649,897072048605986816,1
4258786649,2179439143,1
4258786649,1057007525902589952,1
4258786649,358665130,1
4258786649,1499190151,1
4258786649,178680931,1
4258786649,18610258,1
4258786649,1433454879457124368,1
4258786649,1257272610,1
4258786649,1306507139989540864,1
4258786649,2368371285,1
4258786649,933128514,1
4258786649,825821669142958082,1
4258786649,97067282,1
4258786649,1271449780447858691,1
4258786649,1124303191162671104,1
4258786649,1238572659958579200,1
4258786649,1133118479970852864,1
4258786649,852981547309445120,1
4258786649,1298918969907216385,1
4258786649,1459494550486106118,1
4258786649,1412922438539698182,1
4258786649,2222794196,1
4258786649,2845330217,1
4258786649,1396093100045611020,1
4258786649,951146343761956864,1
4258786649,1861952875,1
4258786649,1481186564126433286,1
4258786649,263288896,1
4258786649,1515574421213388802,1
4258786649,941702049107935233,1
4258786649,1086251592037421056,1
4258786649,27489339,1
4258786649,54169685,1
4258786649,1138852074429538305,1
4258786649,1424818951,1
4258786649,4829027800,1
4258786649,1383540364900851721,1
4258786649,1251328261,1
4258786649,1101222204,1
4258786649,2301580002,1
4258786649,1053322411582676995,1
4258786649,949618787103408128,1
4258786649,1506006787597680643,1
4258786649,1140375127101792261,1
4258786649,912018964942909446,1
4258786649,965840365,1
4258786649,1428969253,1
4258786649,1214601300450643968,1
4258786649,1097154995290599425,1
4258786649,2780430849,1
4258786649,1318226591147839489,1
4258786649,1416402162318553090,1
4258786649,234964135,1
4258786649,1427675859469676547,1
4258786649,1183874831802163200,1
4258786649,2333807252,1
4258786649,439303113,1
4258786649,46420162,1
4258786649,1311627224920010753,1
4258786649,14342317,1
4258786649,16354901,1
4258786649,2398480578,1
4258786649,1159442172313313280,1
4258786649,1310572549785477122,1
4258786649,783039472191635456,1
4258786649,1025489014227435522,1
4258786649,1477316626768924674,1
4258786649,588153952,1
4258786649,4823478814,1
4258786649,126917901,1
4258786649,1685605387,1
4258786649,1208457068698591232,1
4258786649,1425265488,1
4258786649,1493211335429087232,1
4258786649,53874296,1
4258786649,280469704,1
4258786649,1153703623500713985,1
4258786649,3109889933,1
4258786649,373269727,1
4258786649,985522781084442624,1
4258786649,3279312850,1
4258786649,21154072,1
4258786649,719133748093198336,1
4258786649,1426080240082821120,1
4258786649,884474570518011905,1
4258786649,2939315619,1
4258786649,203784441,1
4258786649,1730835980,1
4258786649,416417755,1
4258786649,4830939381,1
4258786649,1158904881673101313,1
4258786649,156650033,1
4258786649,855549371429113858,1
4258786649,1323672962432704513,1
4258786649,1244037074354872321,1
4258786649,1317300428573446145,1
4258786649,1212844360200359936,1
4258786649,1498752666373079042,1
4258786649,1378428748710690817,1
4258786649,905512344217952257,1
4258786649,1141078874744336385,1
4258786649,981082393,1
4258786649,1248151376779186176,1
4258786649,898821829862858752,1
4258786649,4688871854,1
4258786649,744240959450394624,1
4258786649,1292394382457479168,1
4258786649,49918153,1
4258786649,14162812,1
4258786649,1396503374271586308,1
4258786649,1487314261974126596,1
4258786649,1346411113257312256,1
4258786649,1034390050786738176,1
4258786649,1371805842731843585,1
4258786649,888797125181669376,1
4258786649,1385300904312807441,1
4258786649,1481010378117160961,1
4258786649,580026542,1
4258786649,1032692678700482561,1
4258786649,1235843169150840832,1
4258786649,112526774,1
4258786649,1141546261432197121,1
4258786649,1176003251134709761,1
4258786649,3433052999,1
4258786649,1167696130441928704,1
4258786649,1051453720096100352,1
4258786649,2510892986,1
4258786649,1213274423064547329,1
4258786649,1462808756325126145,1
4258786649,3179712493,1
4258786649,790821580079325184,1
4258786649,1309782843183304705,1
4258786649,3395144817,1
4258786649,19590930,1
4258786649,732540080,1
4258786649,106260922,1
4258786649,1282635884005916675,1
4258786649,2755743892,1
4258786649,4237541680,1
4258786649,1263393503956078592,1
4258786649,1319413975596044288,1
4258786649,533576837,1
4258786649,1241345848136663040,1
4258786649,1364532864390492161,1
4258786649,1075816852536901633,1
4258786649,706827376232103936,1
730300986863042560,14920818,1
730300986863042560,1197498108395114496,1
730300986863042560,1534661105150214146,1
730300986863042560,704645860290916353,1
730300986863042560,543299754,1
730300986863042560,1685605387,1
730300986863042560,1208457068698591232,1
730300986863042560,1107658628201357312,1
730300986863042560,1153180340212707328,1
730300986863042560,1125800648191217667,1
730300986863042560,1330824674343792640,1
730300986863042560,1331129314843234304,1
730300986863042560,1401512066914082817,1
730300986863042560,3208594605,1
730300986863042560,1385627302453825538,1
730300986863042560,289525596,1
730300986863042560,1034390050786738176,1
730300986863042560,1076328388971905025,1
730300986863042560,3279312850,1
730300986863042560,832251869665820672,1
730300986863042560,1265884828647522305,1
730300986863042560,1190314219037757441,1
730300986863042560,897072048605986816,1
730300986863042560,719133748093198336,1
730300986863042560,2903531998,1
730300986863042560,1157657290117472257,1
730300986863042560,636428554,1
730300986863042560,1123629928539406336,1
730300986863042560,1483017511062884356,1
730300986863042560,600175247,1
730300986863042560,43736987,1
730300986863042560,1425394163265286148,1
730300986863042560,955839553482485761,1
730300986863042560,1311487490,1
730300986863042560,1365997566282858497,1
730300986863042560,3063441021,1
730300986863042560,785073081291251712,1
730300986863042560,817038223708975104,1
730300986863042560,1307981504958660609,1
730300986863042560,1489725765235134464,1
730300986863042560,1441851130842021892,1
730300986863042560,4833269817,1
730300986863042560,129161583,1
730300986863042560,934825509766254593,1
730300986863042560,1311627224920010753,1
730300986863042560,2609102970,1
730300986863042560,1263393503956078592,1
730300986863042560,2926566147,1
730300986863042560,263288896,1
730300986863042560,1086251592037421056,1
730300986863042560,1206672373770051584,1
730300986863042560,1329671738960056321,1
730300986863042560,1130846229561143297,1
730300986863042560,1262044107070939140,1
730300986863042560,4258786649,1
730300986863042560,426611780,1
730300986863042560,2574184782,1
730300986863042560,220225357,1
730300986863042560,1172900353228062720,1
1127187109490642946,712264496,1
1127187109490642946,1382993983882805250,1
1127187109490642946,1185495847750029312,1
1127187109490642946,1346944078651543553,1
1127187109490642946,1349617793189163009,1
1127187109490642946,1208457068698591232,1
1127187109490642946,1501135008957964289,1
1127187109490642946,1293469415149797376,1
1127187109490642946,1396503374271586308,1
1127187109490642946,877968869138329601,1
1127187109490642946,376676192,1
